Gene	U	n_NFE	k_NFE	s_het_det	low_det	up_det	s_het_drift	low_drift	up_drift
SAMHD1	2.39e-6	66553.1429	15	0.011321	0.007	0.019	0.008571	0.000889	0.028117
SAMM50	1.42e-6	65422.8889	6	0.01777	0.008	0.038	0.011665	0.000889	0.088914
SAMSN1	1.06e-6	51666	4	0.017023	0.007	0.043	0.011916	0.000889	0.088914
SAP130	2.65e-6	66666	1	0.19311	0.037	0.818	0.175082	0.028117	0.88914
SAP18	4.71e-7	44263.3333	5	0.005788	0.003	0.013	0.006482	0.000889	0.028117
SAP30	5.16e-7	63056	1	0.053865	0.008	0.25	0.035172	0.000889	0.281171
SAP30BP	1.07e-6	66257.3333	28	0.002768	0.00185	0.00387	0.004166	0.000889	0.028117
SAP30L	8.54e-7	66712	0	0.240691	0.021	1.	0.203019	0.002812	1.
SAR1A	4.1e-7	66236	0	0.173697	0.011	1.	0.118105	0.000889	1.
SAR1B	7.08e-7	64688.4	4	0.014495	0.006	0.036	0.010148	0.000889	0.088914
SARM1	1.4e-6	46801	19	0.003824	0.00235	0.00576	0.004299	0.000889	0.028117
SARNP	8.43e-7	66644.4	0	0.239156	0.021	1.	0.187777	0.002812	1.
SARS	1.8e-6	66688	0	0.341546	0.041	1.	0.303729	0.028117	1.
SARS2	1.72e-6	58955.2	2	0.065165	0.017	0.225	0.057636	0.002812	0.281171
SART1	2.66e-6	61571.3333	1	0.18252	0.035	0.779	0.165145	0.028117	0.88914
SART3	2.92e-6	66627.6	5	0.043816	0.018	0.102	0.044155	0.008891	0.088914
SASH1	2.86e-6	64832.3333	5	0.041838	0.018	0.097	0.042909	0.008891	0.088914
SASH3	1.13e-6	47926	1	0.078932	0.012	0.365	0.059753	0.000889	0.281171
SASS6	1.92e-6	65947.8182	5	0.029046	0.012	0.067	0.022454	0.000889	0.088914
SAT1	4.25e-7	44791.1053	0	0.150364	0.008	1.	0.099819	0.000889	1.
SAT2	5.21e-7	66673	3	0.015819	0.005	0.044	0.011141	0.000889	0.088914
SATB1	2.13e-6	54554	2	0.073539	0.019	0.253	0.067443	0.002812	0.281171
SATB2	1.62e-6	64668.0301	0	0.320047	0.036	1.	0.280893	0.028117	1.
SATL1	1.6e-6	45605.6111	18	0.004468	0.00272	0.00684	0.004412	0.000889	0.028117
SAV1	1.44e-6	63472	0	0.29998	0.032	1.	0.258335	0.008891	1.
SAYSD1	4.36e-7	66102.4	19	0.001841	0.00109	0.00266	0.004387	0.000889	0.028117
SBDS	6.47e-7	66294	2	0.03064	0.008	0.104	0.019557	0.000889	0.088914
SBF1	4.64e-6	61729.5385	6	0.052381	0.024	0.114	0.052219	0.008891	0.281171
SBF2	4.93e-6	66009.5	13	0.026389	0.016	0.045	0.021983	0.008891	0.088914
SBK1	4.43e-7	66736	1	0.050205	0.007	0.232	0.030887	0.000889	0.281171
SBK2	7.07e-7	46502.4	4	0.010842	0.004	0.027	0.00853	0.000889	0.028117
SBNO1	4.08e-6	51755	2	0.124611	0.033	0.422	0.117339	0.028117	0.88914
SBP1	1.25e-7	55964	2	0.008046	0.002	0.023	0.009444	0.000889	0.088914
SBSN	8.38e-7	66345	1	0.08052	0.013	0.372	0.057268	0.000889	0.281171
SBSPON	9.01e-7	65366.25	6	0.01163	0.005	0.025	0.008531	0.000889	0.028117
SC5D	6.43e-7	66656.6667	1	0.066144	0.01	0.307	0.043043	0.000889	0.281171
SCAF1	2.23e-6	63642	1	0.163964	0.03	0.711	0.14442	0.008891	0.88914
SCAF11	3.13e-6	66645	3	0.081235	0.027	0.233	0.076633	0.008891	0.281171
SCAF4	3.38e-6	66656	1	0.231099	0.047	0.951	0.207611	0.028117	0.88914
SCAF8	3.59e-6	65882.3824	0	0.474457	0.074	1.	0.428515	0.028117	1.
SCAI	2.52e-6	65467	1	0.183515	0.035	0.783	0.162886	0.028117	0.88914
SCAMP1	8.56e-7	26714	2	0.018198	0.004	0.06	0.013737	0.000889	0.088914
SCAMP2	9.56e-7	65504	3	0.02666	0.009	0.076	0.019281	0.000889	0.088914
SCAMP3	1.15e-6	66412.6667	8	0.010863	0.006	0.021	0.008295	0.000889	0.028117
SCAMP4	7.93e-7	55472	7	0.007563	0.004	0.015	0.006731	0.000889	0.028117
SCAMP5	5.3e-7	65661	1	0.056612	0.008	0.263	0.036218	0.000889	0.281171
SCAND3	2.25e-6	65222.375	11	0.014452	0.008	0.026	0.010744	0.000889	0.028117
SCAP	2.6e-6	64102.2	7	0.026313	0.013	0.054	0.020548	0.002812	0.088914
SCAPER	4.45e-6	55280.7143	18	0.014343	0.009	0.023	0.012081	0.000889	0.028117
SCARA3	1.15e-6	58620.9091	16	0.004686	0.00276	0.00735	0.004822	0.000889	0.028117
SCARA5	1.04e-6	44480.5	3	0.020317	0.007	0.057	0.013465	0.000889	0.088914
SCARB1	1.11e-6	65628.8	5	0.017263	0.007	0.04	0.011397	0.000889	0.088914
SCARB2	1.45e-6	66642.4	5	0.022485	0.01	0.052	0.016054	0.000889	0.088914
SCARF1	2.25e-6	57615.25	4	0.03793	0.014	0.096	0.035504	0.002812	0.088914
SCCPDH	1.03e-6	65933.3333	27	0.00276	0.00183	0.00388	0.004198	0.000889	0.028117
SCD	7.72e-7	64728	0	0.226743	0.019	1.	0.184799	0.002812	1.
SCD5	6.85e-7	66592.8	5	0.011264	0.005	0.026	0.008643	0.000889	0.028117
SCEL	2.32e-6	65531.75	25	0.006418	0.005	0.01	0.004872	0.000889	0.028117
SCFD1	2.35e-6	66407.6	5	0.035463	0.015	0.082	0.033766	0.002812	0.088914
SCFD2	1.37e-6	66359.75	8	0.012794	0.007	0.025	0.009217	0.000889	0.028117
SCG2	1.e-6	66706	0	0.258835	0.024	1.	0.217195	0.008891	1.
SCG3	1.02e-6	64899.3333	1	0.091948	0.015	0.421	0.071126	0.002812	0.88914
SCG5	7.02e-7	62259.75	8	0.00652	0.004	0.013	0.006274	0.000889	0.028117
SCGB1A1	1.62e-7	66325	0	0.122021	0.005	0.867	0.08328	0.000889	1.
SCGB1C1	2.82e-7	66516	9	0.002823	0.0013	0.0048	0.005249	0.000889	0.028117
SCGB1D1	1.72e-7	65939	32	0.000527	0.00032	0.00063	0.003871	0.000889	0.008891
SCGB1D2	2.89e-7	66463	0	0.150895	0.008	1.	0.100383	0.000889	1.
SCGB1D4	3.15e-7	66497	1	0.039227	0.006	0.179	0.025852	0.000889	0.281171
SCGB2A1	1.83e-7	66313	2	0.011365	0.003	0.035	0.011298	0.000889	0.088914
SCGB2A2	1.89e-7	66664.6667	2	0.011664	0.003	0.036	0.01132	0.000889	0.088914
SCGB2B2	1.59e-7	66529	2	0.010363	0.003	0.032	0.011311	0.000889	0.088914
SCGB3A2	1.32e-7	66685	0	0.114371	0.005	0.82	0.067867	0.000889	1.
SCGN	9.01e-7	66320.8	3	0.025552	0.008	0.073	0.017368	0.000889	0.088914
SCHIP1	6.8e-7	3170	0	0.083016	0.002	0.591	0.062318	0.000889	0.88914
SCIMP	5.06e-7	66643.5	3	0.015421	0.005	0.043	0.011138	0.000889	0.088914
SCIN	2.03e-6	40916	15	0.006087	0.004	0.01	0.004927	0.000889	0.028117
SCLT1	2.35e-6	65621.8261	28	0.005797	0.004	0.009	0.004616	0.000889	0.028117
SCLY	1.09e-6	62627.2	4	0.020819	0.008	0.052	0.014068	0.000889	0.088914
SCMH1	1.63e-6	66448	3	0.044113	0.014	0.127	0.037142	0.002812	0.281171
SCML1	8.68e-7	47543.0385	0	0.208108	0.016	1.	0.168798	0.002812	1.
SCML2	1.76e-6	47525.1607	0	0.287692	0.03	1.	0.25655	0.008891	1.
SCML4	1.05e-6	47138.6667	4	0.015538	0.006	0.039	0.010408	0.000889	0.088914
SCN10A	4.18e-6	65873.6279	42	0.00676	0.005	0.01	0.004616	0.000889	0.028117
SCN11A	4.31e-6	66054.3636	21	0.014132	0.01	0.022	0.012438	0.000889	0.028117
SCN1A	5.09e-6	62390	1	0.296481	0.065	1.	0.264338	0.028117	0.88914
SCN1B	5.4e-7	66672	0	0.195978	0.014	1.	0.136505	0.000889	1.
SCN2A	4.5e-6	42027	0	0.425415	0.061	1.	0.38995	0.028117	1.
SCN2B	3.26e-7	66738	0	0.158564	0.009	1.	0.100545	0.000889	1.
SCN3A	4.37e-6	66684	2	0.164871	0.045	0.55	0.16244	0.028117	0.88914
SCN3B	5.62e-7	66690	1	0.059822	0.009	0.278	0.04306	0.000889	0.281171
SCN4A	3.78e-6	55879.3846	6	0.038997	0.018	0.085	0.041744	0.008891	0.088914
SCN4B	4.57e-7	65220.8	5	0.007771	0.003	0.017	0.007497	0.000889	0.028117
SCN5A	4.4e-6	54371	6	0.043991	0.02	0.096	0.047293	0.008891	0.088914
SCN8A	4.24e-6	63169	2	0.153281	0.042	0.514	0.148167	0.028117	0.88914
SCN9A	4.1e-6	59614.1667	13	0.019936	0.012	0.034	0.015014	0.002812	0.028117
SCNM1	1.08e-6	58705.1111	12	0.005966	0.004	0.011	0.005539	0.000889	0.028117
SCNN1A	2.16e-6	65069.8333	11	0.013864	0.008	0.025	0.01029	0.000889	0.028117
SCNN1B	1.5e-6	66444.6667	5	0.02315	0.01	0.054	0.015998	0.000889	0.088914
SCNN1G	1.49e-6	66727.2	3	0.040747	0.013	0.117	0.034063	0.002812	0.281171
SCO1	7.83e-7	50643	1	0.062396	0.009	0.29	0.045184	0.000889	0.281171
SCO2	5.06e-7	64089	10	0.003964	0.00198	0.00681	0.005231	0.000889	0.028117
SCOC	3.16e-7	65482	0	0.155407	0.009	1.	0.099806	0.000889	1.
SCP2	1.37e-6	66439.8	18	0.005499	0.004	0.009	0.004966	0.000889	0.028117
SCP2D1	1.8e-7	66366	0	0.126521	0.006	0.893	0.083294	0.000889	1.
SCPEP1	1.33e-6	66669.0769	27	0.003543	0.00236	0.00502	0.004257	0.000889	0.028117
SCRG1	1.35e-7	66739	1	0.022855	0.003	0.096	0.018163	0.000889	0.281171
SCRIB	3.51e-6	51737.3333	6	0.033702	0.015	0.073	0.032969	0.002812	0.088914
SCRN1	8.66e-7	66342	1	0.082553	0.013	0.381	0.064853	0.000889	0.88914
SCRN2	1.01e-6	65772	14	0.005307	0.004	0.009	0.00514	0.000889	0.028117
SCRN3	8.21e-7	64952.25	56	0.001055	0.00078	0.00131	0.003783	0.000889	0.008891
SCTR	1.26e-6	65633.7143	43	0.002069	0.00149	0.00271	0.003867	0.000889	0.008891
SCUBE1	2.71e-6	56122.3333	2	0.093349	0.024	0.32	0.088038	0.008891	0.281171
SCUBE2	2.77e-6	63876.1739	32	0.005782	0.005	0.009	0.004466	0.000889	0.028117
SCUBE3	2.75e-6	66666	0	0.419031	0.059	1.	0.380882	0.028117	1.
SCYL1	2.26e-6	60103.5556	6	0.025496	0.012	0.055	0.019741	0.000889	0.088914
SCYL2	2.07e-6	66663	4	0.040243	0.015	0.102	0.037607	0.002812	0.281171
SCYL3	1.65e-6	65645.3333	7	0.017412	0.009	0.036	0.012033	0.000889	0.088914
SDAD1	2.56e-6	65805.5294	6	0.03135	0.014	0.068	0.028611	0.002812	0.088914
SDC1	6.08e-7	64768	1	0.062072	0.009	0.288	0.042055	0.000889	0.281171
SDC2	4.56e-7	66704	0	0.182226	0.012	1.	0.136539	0.000889	1.
SDC3	4.37e-7	66644	0	0.17889	0.012	1.	0.118441	0.000889	1.
SDC4	5.08e-7	66254	8	0.005183	0.00241	0.00958	0.005853	0.000889	0.028117
SDCBP	5.4e-7	65293.3333	4	0.011516	0.004	0.028	0.008682	0.000889	0.028117
SDCCAG3	1.16e-6	65416.8333	10	0.008531	0.005	0.016	0.006954	0.000889	0.028117
SDCCAG8	2.e-6	65837.4286	9	0.016071	0.009	0.031	0.011177	0.000889	0.028117
SDE2	1.21e-6	66427.2727	10	0.009003	0.005	0.017	0.007022	0.000889	0.028117
SDF2	5.75e-7	66664	2	0.027839	0.007	0.094	0.019646	0.000889	0.088914
SDF4	7.07e-7	64804	3	0.020144	0.007	0.057	0.013547	0.000889	0.088914
SDHA	1.98e-6	66379.8571	43	0.003216	0.00234	0.00425	0.00392	0.000889	0.008891
SDHAF2	3.28e-7	66368.4	8	0.0036	0.00162	0.00644	0.005475	0.000889	0.028117
SDHB	1.12e-6	66444.8	5	0.017608	0.008	0.041	0.011508	0.000889	0.088914
SDHC	5.56e-7	66731.3333	2	0.027081	0.007	0.092	0.019662	0.000889	0.088914
SDHD	5.62e-7	66736	0	0.199516	0.015	1.	0.154568	0.002812	1.
SDK1	5.26e-6	65616.6316	10	0.036713	0.02	0.068	0.043658	0.008891	0.088914
SDK2	5.72e-6	48132.1333	13	0.022398	0.013	0.039	0.01674	0.002812	0.088914
SDPR	7.28e-7	66598.6667	4	0.015252	0.006	0.038	0.010327	0.000889	0.088914
SDR16C5	5.18e-7	66394.4	0	0.192114	0.014	1.	0.136215	0.000889	1.
SDR39U1	9.42e-7	62255.75	6	0.011585	0.005	0.025	0.00831	0.000889	0.028117
SDR9C7	5.4e-7	66512	3	0.016281	0.005	0.045	0.011126	0.000889	0.088914
SDS	6.49e-7	65735.6	3	0.018916	0.006	0.053	0.012295	0.000889	0.088914
SEC11A	7.66e-7	66477.3333	1	0.075331	0.012	0.349	0.05737	0.000889	0.281171
SEC11C	4.94e-7	66734	1	0.054389	0.008	0.252	0.036651	0.000889	0.281171
SEC13	1.08e-6	56242	2	0.041437	0.01	0.142	0.031686	0.000889	0.281171
SEC14L1	1.97e-6	66429.3333	5	0.029973	0.013	0.07	0.02479	0.002812	0.088914
SEC14L2	1.25e-6	66255.5	4	0.024899	0.009	0.063	0.018147	0.000889	0.088914
SEC14L3	1.33e-6	65975.7143	58	0.001617	0.00122	0.00204	0.003751	0.000889	0.008891
SEC14L4	1.41e-6	66173.6364	46	0.002166	0.00158	0.00282	0.003852	0.000889	0.008891
SEC14L5	1.82e-6	54975.4118	15	0.007258	0.005	0.012	0.005665	0.000889	0.028117
SEC16A	4.64e-6	55881.4545	29	0.009279	0.007	0.014	0.006424	0.000889	0.028117
SEC16B	3.14e-6	51797.3043	23	0.007459	0.005	0.012	0.005252	0.000889	0.028117
SEC22A	8.21e-7	66354	0	0.235814	0.02	1.	0.187329	0.002812	1.
SEC22C	8.82e-7	65492.5455	21	0.003073	0.00192	0.00451	0.004399	0.000889	0.028117
SEC23A	2.43e-6	66337.6923	12	0.014452	0.009	0.025	0.010578	0.000889	0.028117
SEC23B	2.86e-6	66266.0769	40	0.00493	0.00357	0.00663	0.004165	0.000889	0.028117
SEC23IP	2.47e-6	66388.25	18	0.009664	0.006	0.016	0.007254	0.000889	0.028117
SEC24A	2.85e-6	66652.9231	9	0.022891	0.012	0.044	0.016922	0.002812	0.088914
SEC24B	3.04e-6	64907	1	0.209601	0.041	0.876	0.185961	0.028117	0.88914
SEC24C	2.57e-6	66560	1	0.188533	0.036	0.801	0.169961	0.028117	0.88914
SEC24D	2.57e-6	63708.5455	7	0.025866	0.013	0.053	0.020338	0.002812	0.088914
SEC31A	3.36e-6	66082.8333	15	0.015655	0.01	0.026	0.01243	0.000889	0.028117
SEC31B	2.74e-6	65617.9429	56	0.003334	0.00253	0.00427	0.003794	0.000889	0.008891
SEC61A1	1.36e-6	66218	0	0.297888	0.032	1.	0.263967	0.008891	1.
SEC61A2	1.58e-6	65157.3333	0	0.317398	0.036	1.	0.281957	0.028117	1.
SEC61B	2.99e-7	45442.0769	0	0.132423	0.006	0.927	0.087644	0.000889	1.
SEC61G	1.37e-7	66610.6667	0	0.115679	0.005	0.828	0.067855	0.000889	1.
SEC62	1.06e-6	66602	0	0.265743	0.026	1.	0.230159	0.008891	1.
SEC63	2.66e-6	64874.6	7	0.027212	0.013	0.056	0.022508	0.002812	0.088914
SECISBP2	2.18e-6	65355.5789	7	0.022627	0.011	0.047	0.016154	0.000889	0.088914
SECISBP2L	2.8e-6	51653.75	10	0.015745	0.009	0.029	0.011617	0.000889	0.028117
SECTM1	4.46e-7	62607	0	0.175738	0.011	1.	0.115096	0.000889	1.
SEH1L	1.21e-6	66568	3	0.033551	0.011	0.096	0.024755	0.000889	0.088914
SEL1L	2.31e-6	66364	4	0.044467	0.017	0.113	0.042372	0.002812	0.281171
SEL1L2	1.75e-6	65540.8	20	0.006149	0.004	0.01	0.005087	0.000889	0.028117
SEL1L3	3.e-6	63840.75	3	0.075021	0.025	0.215	0.071656	0.008891	0.281171
SELE	1.42e-6	66433.2941	12	0.008652	0.005	0.015	0.006686	0.000889	0.028117
SELENBP1	1.34e-6	60676	5	0.019122	0.008	0.044	0.012403	0.000889	0.088914
SELK	3.86e-7	66635.3333	2	0.019995	0.005	0.066	0.014813	0.000889	0.088914
SELM	3.43e-7	55244.25	44	0.000556	0.00037	0.00067	0.003777	0.000889	0.008891
SELO	1.28e-6	56420.7059	48	0.001631	0.00119	0.00209	0.003761	0.000889	0.008891
SELPLG	4.98e-7	64488.5	9	0.004393	0.00212	0.00779	0.005484	0.000889	0.028117
SELT	4.9e-7	66728	0	0.18796	0.013	1.	0.136564	0.000889	1.
SELV	4.5e-7	51004.5	1	0.041835	0.006	0.192	0.030403	0.000889	0.281171
SEMA3A	2.53e-6	66268.4	3	0.066266	0.022	0.19	0.062764	0.008891	0.281171
SEMA3C	2.08e-6	66274.2857	11	0.013607	0.008	0.024	0.009997	0.000889	0.028117
SEMA3D	2.56e-6	64554.5	7	0.026099	0.013	0.054	0.020792	0.002812	0.088914
SEMA3E	2.28e-6	64204.75	8	0.020151	0.01	0.04	0.014057	0.000889	0.088914
SEMA3F	2.63e-6	65744	2	0.104543	0.027	0.357	0.097704	0.008891	0.88914
SEMA3G	2.3e-6	63971	18	0.008702	0.006	0.014	0.00642	0.000889	0.028117
SEMA4A	1.73e-6	60412	5	0.024212	0.01	0.056	0.016796	0.000889	0.088914
SEMA4B	2.07e-6	49990.25	3	0.042285	0.014	0.121	0.038137	0.002812	0.281171
SEMA4C	1.81e-6	65140	22	0.005726	0.004	0.009	0.004778	0.000889	0.028117
SEMA4D	1.74e-6	66602	0	0.33584	0.04	1.	0.294612	0.028117	1.
SEMA4F	2.08e-6	63335.1111	22	0.006369	0.005	0.01	0.004988	0.000889	0.028117
SEMA4G	1.91e-6	64469.75	11	0.01221	0.007	0.022	0.008927	0.000889	0.028117
SEMA5A	2.86e-6	64467.5385	10	0.01991	0.011	0.037	0.01431	0.000889	0.088914
SEMA5B	3.21e-6	54824.1429	16	0.011682	0.008	0.019	0.009063	0.000889	0.028117
SEMA6A	1.93e-6	66556	0	0.35283	0.043	1.	0.312176	0.028117	1.
SEMA6B	2.23e-6	57281.5	3	0.051427	0.017	0.148	0.047555	0.002812	0.281171
SEMA6C	2.24e-6	60296.9091	9	0.016468	0.009	0.031	0.01139	0.000889	0.028117
SEMA6D	2.49e-6	66041	0	0.39749	0.054	1.	0.358117	0.028117	1.
SEMA7A	1.58e-6	65810	5	0.024095	0.01	0.056	0.01722	0.000889	0.088914
SEMG1	1.52e-6	66171.5	14	0.007834	0.005	0.013	0.00611	0.000889	0.028117
SENP1	2.38e-6	62290	1	0.169418	0.032	0.731	0.152166	0.028117	0.88914
SENP2	2.21e-6	64866	0	0.371972	0.048	1.	0.33271	0.028117	1.
SENP3	1.91e-6	65950	0	0.349531	0.043	1.	0.310768	0.028117	1.
SENP5	1.51e-6	66270	1	0.125926	0.022	0.563	0.108313	0.008891	0.88914
SENP6	3.57e-6	64562.5	4	0.065559	0.025	0.167	0.063121	0.008891	0.281171
SENP7	3.5e-6	63495.7143	3	0.086169	0.028	0.247	0.082063	0.028117	0.281171
SENP8	2.69e-7	66544	0	0.146805	0.008	1.	0.100431	0.000889	1.
SEPHS1	8.22e-7	65317.3012	0	0.234258	0.02	1.	0.185719	0.002812	1.
SEPHS2	6.29e-7	65495.6	3	0.018344	0.006	0.051	0.012265	0.000889	0.088914
SEPN1	1.42e-6	60264.5	9	0.010669	0.006	0.02	0.007898	0.000889	0.028117
SEPP1	9.88e-7	65045.2727	11	0.006615	0.004	0.012	0.005925	0.000889	0.028117
SEPSECS	1.46e-6	66296.3636	17	0.006182	0.004	0.01	0.005281	0.000889	0.028117
SEPT1	1.19e-6	60774	10	0.008157	0.005	0.015	0.006641	0.000889	0.028117
SEPT10	1.12e-6	65968.6667	2	0.04923	0.012	0.17	0.037828	0.000889	0.281171
SEPT11	1.16e-6	55822	2	0.043829	0.011	0.151	0.035028	0.000889	0.281171
SEPT12	8.95e-7	61771.7143	49	0.001248	0.00091	0.00158	0.00374	0.000889	0.008891
SEPT14	1.15e-6	58607.5	5	0.016064	0.007	0.037	0.011236	0.000889	0.088914
SEPT2	9.68e-7	63073	0	0.248462	0.022	1.	0.210757	0.002812	1.
SEPT3	1.14e-6	63219.5	3	0.0303	0.01	0.086	0.02081	0.000889	0.088914
SEPT4	1.51e-6	66694	9	0.012443	0.007	0.024	0.008891	0.000889	0.028117
SEPT5	1.17e-6	65860	1	0.103225	0.017	0.469	0.087083	0.002812	0.88914
SEPT6	1.35e-6	47926	1	0.09036	0.015	0.415	0.076854	0.002812	0.88914
SEPT7	1.39e-6	924	0	0.077978	0.002	0.545	0.059843	0.000889	0.88914
SEPT9	1.24e-6	65689	1	0.107683	0.018	0.488	0.086886	0.002812	0.88914
SEPW1	4.86e-7	44914.4	5	0.006005	0.003	0.013	0.006515	0.000889	0.028117
SERAC1	2.07e-6	65093.6	8	0.018608	0.01	0.037	0.012902	0.000889	0.088914
SERBP1	1.93e-6	64833.4839	0	0.348415	0.042	1.	0.308154	0.028117	1.
SERF2	4.17e-7	45792	1	0.036787	0.005	0.167	0.02478	0.000889	0.281171
SERINC1	1.14e-6	66072	2	0.050075	0.013	0.173	0.037895	0.000889	0.281171
SERINC2	1.05e-6	66076.5455	10	0.007848	0.005	0.014	0.006379	0.000889	0.028117
SERINC3	1.07e-6	66568	2	0.047665	0.012	0.164	0.038213	0.000889	0.281171
SERINC4	1.17e-6	66614.4	4	0.023532	0.009	0.059	0.016519	0.000889	0.088914
SERINC5	1.49e-6	54670.8889	6	0.015706	0.007	0.034	0.010771	0.000889	0.028117
SERP1	1.6e-7	66090	0	0.12137	0.005	0.863	0.083195	0.000889	1.
SERP2	1.64e-7	66712	0	0.122767	0.006	0.871	0.083419	0.000889	1.
SERPINA1	4.99e-7	66678.75	6	0.006992	0.003	0.015	0.006817	0.000889	0.028117
SERPINA11	6.64e-7	66056.2222	7	0.007544	0.004	0.015	0.006958	0.000889	0.028117
SERPINA3	5.82e-7	66533.0769	7	0.006755	0.004	0.014	0.006596	0.000889	0.028117
SERPINA4	6.55e-7	66447.6	10	0.00513	0.0026	0.00897	0.005699	0.000889	0.028117
SERPINA5	4.88e-7	65532.6667	2	0.023907	0.006	0.08	0.016849	0.000889	0.088914
SERPINA6	5.37e-7	66653.5556	4	0.011667	0.005	0.029	0.008764	0.000889	0.028117
SERPINA7	4.96e-7	47638.5	2	0.018679	0.005	0.062	0.013784	0.000889	0.088914
SERPINB1	5.66e-7	66373.5	3	0.016926	0.006	0.047	0.012374	0.000889	0.088914
SERPINB11	7.85e-7	62412.2	47	0.001166	0.00084	0.00148	0.003843	0.000889	0.008891
SERPINB12	7.98e-7	66595.8947	37	0.0016	0.00111	0.00211	0.003991	0.000889	0.028117
SERPINB13	8.59e-7	66225.25	8	0.008273	0.004	0.016	0.007085	0.000889	0.028117
SERPINB2	7.49e-7	66517.3333	6	0.009988	0.005	0.021	0.00766	0.000889	0.028117
SERPINB3	7.75e-7	66151	19	0.003054	0.00186	0.00456	0.00453	0.000889	0.028117
SERPINB4	7.91e-7	65969.3333	11	0.005466	0.003	0.01	0.005571	0.000889	0.028117
SERPINB5	6.24e-7	66088	1	0.064256	0.01	0.298	0.042745	0.000889	0.281171
SERPINB6	6.78e-7	66188.5	1	0.068471	0.011	0.318	0.049764	0.000889	0.281171
SERPINB7	7.97e-7	65856.8889	12	0.005018	0.00271	0.0084	0.005327	0.000889	0.028117
SERPINB8	7.39e-7	66502.4	62	0.000884	0.00066	0.00108	0.003728	0.000889	0.008891
SERPINB9	6.1e-7	66459.6667	25	0.001869	0.00119	0.00261	0.004218	0.000889	0.028117
SERPINC1	1.03e-6	66637.9048	0	0.262285	0.025	1.	0.217076	0.008891	1.
SERPIND1	7.49e-7	66537.75	4	0.015634	0.006	0.039	0.010321	0.000889	0.088914
SERPINE1	6.87e-7	66450	2	0.032326	0.008	0.11	0.022555	0.000889	0.281171
SERPINE2	7.87e-7	66660	1	0.077051	0.012	0.356	0.057511	0.000889	0.281171
SERPINE3	8.62e-7	37724.8	1	0.053843	0.008	0.25	0.039496	0.000889	0.281171
SERPINF1	8.71e-7	66264	6	0.011417	0.005	0.024	0.008595	0.000889	0.028117
SERPINF2	9.85e-7	63955.3333	2	0.042782	0.011	0.147	0.03237	0.000889	0.281171
SERPING1	7.3e-7	63592.775	0	0.219338	0.018	1.	0.167241	0.002812	1.
SERPINH1	8.41e-7	65250	2	0.037916	0.009	0.13	0.025466	0.000889	0.281171
SERPINI1	8.19e-7	66446	6	0.01082	0.005	0.023	0.0081	0.000889	0.028117
SERPINI2	8.38e-7	64225.6667	8	0.007865	0.004	0.015	0.006637	0.000889	0.028117
SERTAD2	3.58e-7	66452.8293	0	0.164426	0.01	1.	0.118283	0.000889	1.
SERTAD3	3.03e-7	62223	2	0.015658	0.004	0.051	0.012512	0.000889	0.088914
SERTAD4	9.18e-7	65898	1	0.085855	0.014	0.395	0.06446	0.000889	0.88914
SERTM1	1.11e-7	66666.8235	0	0.108512	0.004	0.782	0.067864	0.000889	1.
SESN1	1.16e-6	64562.8571	6	0.01452	0.007	0.031	0.010183	0.000889	0.028117
SESN2	1.27e-6	63758.25	9	0.010129	0.006	0.019	0.007807	0.000889	0.028117
SESN3	1.37e-6	65071.5185	0	0.296465	0.031	1.	0.261631	0.008891	1.
SESTD1	2.16e-6	65938.5	4	0.041468	0.016	0.105	0.039591	0.002812	0.281171
SET	7.08e-7	48717.2174	0	0.192355	0.014	1.	0.144941	0.002812	1.
SETBP1	2.45e-6	65378	1	0.179514	0.034	0.768	0.157727	0.028117	0.88914
SETD1A	3.43e-6	66708	1	0.233734	0.048	0.96	0.207724	0.028117	0.88914
SETD2	6.13e-6	60655.7143	6	0.06748	0.031	0.147	0.061118	0.028117	0.281171
SETD3	1.9e-6	65794.6667	3	0.050403	0.016	0.145	0.046196	0.002812	0.281171
SETD4	1.28e-6	65644.7778	25	0.003643	0.00239	0.00523	0.004327	0.000889	0.028117
SETD5	3.93e-6	66740	0	0.499103	0.081	1.	0.448186	0.088914	1.
SETD6	1.18e-6	61940.3077	16	0.005052	0.00299	0.00795	0.004922	0.000889	0.028117
SETD7	8.e-7	66539	2	0.036925	0.009	0.127	0.025964	0.000889	0.281171
SETD8	1.06e-6	54724	1	0.083158	0.013	0.383	0.067442	0.002812	0.88914
SETD9	9.15e-7	66022.5714	18	0.003751	0.00227	0.0057	0.004606	0.000889	0.028117
SETDB1	3.51e-6	66602.6667	4	0.06645	0.025	0.169	0.063185	0.008891	0.281171
SETDB2	2.08e-6	56732.2857	4	0.034705	0.013	0.088	0.030166	0.002812	0.088914
SETMAR	1.71e-6	56195.6667	3	0.039482	0.013	0.113	0.032735	0.002812	0.281171
SETX	5.6e-6	64651.375	13	0.029303	0.017	0.05	0.029021	0.008891	0.088914
SEZ6	2.4e-6	60107.0769	9	0.017545	0.009	0.033	0.012335	0.000889	0.028117
SEZ6L	2.28e-6	66184.8	6	0.028201	0.013	0.061	0.023039	0.002812	0.088914
SEZ6L2	1.91e-6	63476.5714	2	0.076362	0.02	0.263	0.070077	0.002812	0.281171
SF1	1.42e-6	60873.7684	0	0.292182	0.031	1.	0.252881	0.008891	1.
